Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w,Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w'
11,2,0.644152,0.920013,0.441588,0.646381,0.926963,0.441655
11,2,0.834395,0.896936,0.42118,0.837948,0.902288,0.421328
11,2,0.822754,0.90328,0.448391,0.826629,0.908957,0.448518
11,2,0.878939,0.859613,0.465398,0.88481,0.865806,0.465492
11,2,0.870198,0.86911,0.492609,0.874723,0.874073,0.492661
11,2,0.926827,0.716421,0.499411,0.93242,0.720141,0.499323
11,2,0.900199,0.57155,0.101452,0.904561,0.57265,0.101457
11,2,0.906177,0.589465,0.128663,0.910346,0.590967,0.12867
11,2,0.864445,0.489791,0.14567,0.867026,0.490237,0.145755
11,2,0.873606,0.508033,0.172881,0.876616,0.50862,0.172977
11,2,0.708509,0.281706,0.152473,0.709956,0.28006,0.1525
11,2,0.724234,0.297579,0.179684,0.725897,0.295367,0.179689
11,2,0.633468,0.215615,0.19669,0.633936,0.211536,0.196668
11,2,0.65067,0.229476,0.223901,0.651411,0.22542,0.223898
11,2,0.417338,0.096012,0.203493,0.414866,0.088703,0.203441
11,2,0.435307,0.102269,0.230704,0.43284,0.094214,0.230625
11,2,0.338813,0.077122,0.247711,0.334989,0.067736,0.247691
11,2,0.355848,0.079987,0.274922,0.353051,0.072038,0.274879
11,2,0.165605,0.103064,0.254513,0.162739,0.098227,0.25449
11,2,0.177246,0.09672,0.281724,0.174031,0.091886,0.281702
11,2,0.121061,0.140387,0.298731,0.116551,0.135743,0.298639
11,2,0.129802,0.13089,0.325942,0.125876,0.126869,0.32585
11,2,0.073415,0.299497,0.305534,0.067232,0.295722,0.305477
11,2,0.073173,0.283579,0.332745,0.06648,0.279473,0.332693
11,2,0.084105,0.375227,0.349752,0.077829,0.3723,0.349822
11,2,0.080381,0.357899,0.376962,0.073221,0.354753,0.377015
11,2,0.184752,0.591592,0.356554,0.182562,0.591707,0.35662
11,2,0.172743,0.573695,0.383765,0.169595,0.573824,0.383836
11,2,0.245575,0.669597,0.400772,0.243374,0.671612,0.400832
11,2,0.231163,0.652705,0.427983,0.227873,0.654477,0.428042
11,2,0.446496,0.839988,0.407575,0.446782,0.845302,0.407524
11,2,0.42845,0.82865,0.434786,0.427504,0.833298,0.434692
11,2,0.528434,0.883051,0.451792,0.52877,0.887921,0.451746
11,2,0.510209,0.874654,0.479003,0.510033,0.878151,0.478946
11,2,0.733768,0.926172,0.458595,0.736295,0.931359,0.458708
11,2,0.718294,0.926803,0.485806,0.720388,0.931458,0.485849
11,2,0.797726,0.913748,0.502813,0.80164,0.919418,0.502832
11,2,0.784385,0.917853,0.530024,0.788253,0.924084,0.529994
11,2,0.909507,0.809027,0.509615,0.91395,0.8126,0.509646
11,2,0.903988,0.821326,0.536826,0.90834,0.824915,0.536809
11,2,0.924972,0.747043,0.553833,0.931478,0.750863,0.553833
11,2,0.922878,0.761691,0.581044,0.929097,0.765652,0.580966
11,2,0.926585,0.700503,0.138867,0.932531,0.703863,0.138848
11,2,0.915895,0.624773,0.183085,0.922092,0.627184,0.183098
11,2,0.919619,0.642101,0.210296,0.927482,0.645364,0.210268
11,2,0.815248,0.408408,0.189888,0.817011,0.407789,0.190007
11,2,0.827257,0.426305,0.217098,0.830189,0.425836,0.217178
11,2,0.754425,0.330403,0.234105,0.756221,0.328191,0.23416
11,2,0.768837,0.347295,0.261316,0.771724,0.345712,0.261302
11,2,0.553504,0.160012,0.240908,0.552557,0.154172,0.240877
11,2,0.57155,0.17135,0.268119,0.571941,0.166423,0.268086
11,2,0.471566,0.116949,0.285126,0.470622,0.111363,0.285141
11,2,0.489791,0.125346,0.312337,0.489603,0.121672,0.312316
11,2,0.266232,0.073828,0.291928,0.263459,0.068342,0.291963
11,2,0.281706,0.073197,0.319139,0.279417,0.068807,0.319177
11,2,0.202274,0.086252,0.336146,0.19855,0.081502,0.336229
11,2,0.215615,0.082147,0.363357,0.211826,0.076773,0.36341
11,2,0.090493,0.190973,0.342949,0.084847,0.186631,0.342859
11,2,0.096012,0.178674,0.37016,0.090209,0.174189,0.370065
11,2,0.075028,0.252957,0.387167,0.067474,0.248531,0.387145
11,2,0.077122,0.238309,0.414377,0.070355,0.234019,0.414338
11,2,0.110133,0.455558,0.393969,0.105745,0.454329,0.394043
11,2,0.103064,0.437459,0.42118,0.098517,0.436002,0.421228
11,2,0.150541,0.537528,0.438187,0.147032,0.537561,0.438229
11,2,0.140387,0.519326,0.465398,0.136113,0.519178,0.465408
11,2,0.315782,0.741346,0.44499,0.313256,0.745296,0.44501
11,2,0.299497,0.726083,0.472201,0.297227,0.728868,0.472199
11,2,0.392783,0.804195,0.489207,0.391791,0.807137,0.489259
11,2,0.375227,0.791122,0.516418,0.373911,0.793995,0.516419
11,2,0.609322,0.911986,0.49601,0.610133,0.916524,0.496037
11,2,0.591592,0.90684,0.523221,0.592476,0.912334,1
11,2,0.686179,0.925727,0.540228,0.688925,0.93258,0.540247
11,2,0.669597,0.924022,0.567439,0.671703,0.930238,0.567417
11,2,0.850704,0.886064,0.54703,0.853165,0.888977,0.547004
11,2,0.839988,0.893491,0.574241,0.841821,0.895853,0.574188
11,2,0.890748,0.844142,0.591248,0.893711,0.846592,0.591192
11,2,0.883051,0.854617,0.618459,0.886133,0.857404,0.618391
11,2,0.889867,0.544442,0.227303,0.894807,0.545593,0.227284
11,2,0.896936,0.562541,0.254513,0.901808,0.564306,0.254479
11,2,0.849459,0.462472,0.27152,0.852558,0.46265,0.271511
11,2,0.859613,0.480674,0.298731,0.862522,0.480955,0.298715
11,2,0.684218,0.258654,0.278323,0.686229,0.255082,0.278273
11,2,0.700503,0.273917,0.305534,0.702481,0.271446,0.30545
11,2,0.607217,0.195805,0.322541,0.607991,0.193237,0.322502
11,2,0.624773,0.208878,0.349752,0.625984,0.207023,0.349701
11,2,0.390678,0.088014,0.329343,0.389659,0.08384,0.3294
11,2,0.408408,0.09316,0.356554,0.407551,0.088706,0.356545
11,2,0.313821,0.074273,0.373561,0.311158,0.068272,0.373554
11,2,0.330403,0.075978,0.400772,0.328356,0.070179,0.400688
11,2,0.149296,0.113936,0.380364,0.146397,0.111209,0.380444
11,2,0.160012,0.106509,0.407575,0.157858,0.104009,0.407623
11,2,0.109252,0.155858,0.424581,0.105942,0.153254,0.424623
11,2,0.116949,0.145383,0.451792,0.113467,0.142207,0.451761
11,2,0.075237,0.324052,0.431384,0.069229,0.321219,0.431444
11,2,0.073828,0.307596,0.458595,0.068697,0.305111,0.458652
11,2,0.091112,0.401636,0.475602,0.086955,0.400497,0.475728
11,2,0.086252,0.383978,0.502813,0.08145,0.382558,0.502904
11,2,0.203837,0.618115,0.482405,0.200896,0.619499,0.482376
11,2,0.190973,0.60048,0.509615,0.188693,0.601404,0.509562
11,2,0.268056,0.694345,0.526622,0.266205,0.696,0.526646
11,2,0.252957,0.677929,0.553833,0.250312,0.679952,0.553863
11,2,0.473738,0.855824,0.533425,0.473316,0.859905,0.533428
11,2,0.455558,0.845425,0.560636,0.454802,0.849543,0.560557
11,2,0.555662,0.89433,0.577643,0.556232,0.899387,0.577558
11,2,0.537528,0.886988,0.604854,0.537787,0.891332,0.604739
11,2,0.756169,0.923767,0.584445,0.758998,0.928961,0.584454
11,2,0.741346,0.925565,0.611656,0.744619,0.931704,0.611582
11,2,0.816711,0.906177,0.628663,0.819973,0.910395,0.628603
11,2,0.804195,0.911412,0.655874,0.807801,0.916529,0.655755
11,2,0.91638,0.789527,0.635466,0.920837,0.792473,0.635487
11,2,0.911986,0.802664,0.662677,0.916616,0.806376,0.662672
11,2,0.926655,0.724234,0.679684,0.932108,0.727193,0.679685
11,2,0.925727,0.739548,0.706894,0.931257,0.743138,0.706826
11,2,0.924763,0.675948,0.264718,0.930688,0.678806,0.264866
11,2,0.926172,0.692404,0.291928,0.931517,0.695262,0.292054
11,2,0.908888,0.598364,0.308935,0.912584,0.599709,0.309084
11,2,0.913748,0.616022,0.336146,0.918273,0.618,0.336276
11,2,0.796163,0.381885,0.315738,0.798118,0.380985,0.315812
11,2,0.809027,0.39952,0.342949,0.811092,0.399305,0.342986
11,2,0.731944,0.305655,0.359956,0.733523,0.304762,0.360062
11,2,0.747043,0.322071,0.387167,0.749534,0.320433,0.387264
11,2,0.526262,0.144176,0.366758,0.526609,0.140931,0.366766
11,2,0.544442,0.154575,0.393969,0.544968,0.150801,0.393947
11,2,0.444338,0.10567,0.410976,0.443626,0.100828,0.410993
11,2,0.462472,0.113012,0.438187,0.461495,0.108049,0.438187
11,2,0.243831,0.076233,0.417779,0.240846,0.070997,0.417737
11,2,0.258654,0.074435,0.44499,0.254705,0.067394,0.444901
11,2,0.183289,0.093823,0.461996,0.179574,0.089121,0.461929
11,2,0.195805,0.088588,0.489207,0.191884,0.083431,0.489141
11,2,0.08362,0.210473,0.468799,0.078703,0.2071,0.46883
11,2,0.088014,0.197336,0.49601,0.083155,0.193425,0.49597
11,2,0.073345,0.275766,0.513017,0.067601,0.27253,0.513012
11,2,0.074273,0.260452,0.540228,0.068002,0.256399,0.540159
11,2,0.122068,0.482848,0.51982,0.118338,0.483069,0.519927
11,2,0.113936,0.46464,0.54703,0.110069,0.464227,0.547097
11,2,0.166962,0.564693,0.564037,0.164131,0.565679,0.564145
11,2,0.155858,0.546606,0.591248,0.152709,0.546893,0.591288
11,2,0.34083,0.763407,0.57084,0.338915,0.76739,0.570882
11,2,0.324052,0.748815,0.598051,0.322227,0.752289,0.598088
11,2,0.419474,0.822754,0.615058,0.418835,0.82703,0.615142
11,2,0.401636,0.810524,0.642269,0.401097,0.813294,0.642314
11,2,0.635533,0.918292,0.62186,0.63746,0.924188,0.621734
11,2,0.618115,0.914278,0.649071,0.619846,0.91934,0.648885
11,2,0.710406,0.926827,0.666078,0.713481,0.932936,0.665995
11,2,0.694345,0.926288,0.693289,0.698116,0.934176,0.693198
11,2,0.865573,0.873606,0.672881,0.869677,0.878226,0.672819
11,2,0.855824,0.882086,0.700092,0.860175,0.88802,0.69998
11,2,0.900951,0.827257,0.717098,0.90495,0.831273,0.716937
11,2,0.89433,0.838667,0.744309,0.896998,0.842339,0.744117
11,2,0.877932,0.517152,0.353153,0.881186,0.517816,0.35323
11,2,0.886064,0.53536,0.380364,0.889615,0.536098,0.38042
11,2,0.833038,0.435307,0.397371,0.835972,0.434798,0.397475
11,2,0.844142,0.453394,0.424581,0.847364,0.453361,0.424655
11,2,0.65917,0.236593,0.404173,0.660868,0.23295,0.404217
11,2,0.675948,0.251185,0.431384,0.677371,0.248175,0.431391
11,2,0.580526,0.177246,0.448391,0.580658,0.173564,0.448394
11,2,0.598364,0.189476,0.475602,0.598481,0.187146,0.475546
11,2,0.364467,0.081708,0.455194,0.361568,0.07428,0.455187
11,2,0.381885,0.085722,0.482405,0.379435,0.079727,0.482356
11,2,0.289594,0.073173,0.499411,0.286173,0.0672,0.499404
11,2,0.305655,0.073712,0.526622,0.301535,0.066516,0.526586
11,2,0.134427,0.126394,0.506214,0.130158,0.121936,0.506225
11,2,0.144176,0.117914,0.533425,0.139123,0.112155,0.533432
11,2,0.099049,0.172743,0.550432,0.093928,0.168344,0.550426
11,2,0.10567,0.161333,0.577643,0.101058,0.156953,0.57761
11,2,0.078806,0.34933,0.557235,0.073101,0.347003,0.557184
11,2,0.076233,0.332403,0.584445,0.070326,0.329702,0.584378
11,2,0.099801,0.42845,0.601452,0.095439,0.42735,0.601456
11,2,0.093823,0.410535,0.628663,0.089654,0.409033,0.62867
11,2,0.224139,0.644152,0.608255,0.221805,0.645992,0.608276
11,2,0.210473,0.626853,0.635466,0.208571,0.627512,0.635445
11,2,0.291491,0.718294,0.652473,0.290044,0.71994,0.6525
11,2,0.275766,0.702421,0.679684,0.274103,0.704633,0.679689
11,2,0.501088,0.870198,0.659275,0.502017,0.873624,0.65927
11,2,0.482848,0.860781,0.686486,0.4838,0.865461,0.686453
11,2,0.582662,0.903988,0.703493,0.585134,0.911297,0.703441
11,2,0.564693,0.897731,0.730704,0.56716,0.905786,0.730625
11,2,0.777518,0.919619,0.710296,0.782879,0.928387,0.710297
11,2,0.763407,0.922577,0.737507,0.767915,0.931131,0.73749
11,2,0.834395,0.896936,0.754513,0.837261,0.901773,0.75449
11,2,0.822754,0.90328,0.781724,0.825969,0.908114,0.781702
11,2,0.921542,0.768837,0.761316,0.926212,0.772486,0.761162
11,2,0.918292,0.782758,0.788527,0.924212,0.787505,0.788378
11,2,0.926827,0.716421,0.832745,0.93352,0.720527,0.832693
11,2,0.921194,0.65067,0.390568,0.926547,0.652997,0.390697
11,2,0.923767,0.667597,0.417779,0.929256,0.670418,0.417885
11,2,0.900199,0.57155,0.434786,0.904544,0.572822,0.434913
11,2,0.906177,0.589465,0.461996,0.910328,0.591425,0.462044
11,2,0.775861,0.355848,0.441588,0.777936,0.354293,0.441656
11,2,0.789527,0.373147,0.468799,0.791072,0.372812,0.46885
11,2,0.708509,0.281706,0.485806,0.70941,0.280246,0.485864
11,2,0.724234,0.297579,0.513017,0.7249,0.295446,0.51306
11,2,0.498912,0.129802,0.492609,0.4977,0.125843,0.492523
11,2,0.517152,0.139219,0.51982,0.515533,0.133935,0.5197
11,2,0.417338,0.096012,0.536826,0.414347,0.088947,0.536744
11,2,0.435307,0.102269,0.564037,0.432274,0.094912,0.563964
11,2,0.222482,0.080381,0.543629,0.216727,0.072232,0.543632
11,2,0.236593,0.077423,0.57084,0.231179,0.068966,0.570798
11,2,0.165605,0.103064,0.587847,0.161056,0.097571,0.587818
11,2,0.177246,0.09672,0.615058,0.172965,0.091437,0.615029
11,2,0.078458,0.231163,0.594649,0.072781,0.227352,0.594629
11,2,0.081708,0.217242,0.62186,0.07532,0.212562,0.6218
11,2,0.073415,0.299497,0.638867,0.06747,0.296137,0.638848
11,2,0.073173,0.283579,0.666078,0.067189,0.280179,0.66603
11,2,0.135555,0.510209,0.64567,0.132974,0.509763,0.645755
11,2,0.126394,0.491967,0.672881,0.123384,0.49138,0.672977
11,2,0.184752,0.591592,0.689888,0.182989,0.592211,0.690007
11,2,0.172743,0.573695,0.717098,0.169811,0.574164,0.717178
11,2,0.366532,0.784385,0.69669,0.366064,0.788464,0.696668
11,2,0.34933,0.770524,0.723901,0.348589,0.77458,0.723898
11,2,0.446496,0.839988,0.740908,0.447443,0.845828,0.740877
11,2,0.42845,0.82865,0.768119,0.428059,0.833577,0.768086
11,2,0.661187,0.922878,0.747711,0.665011,0.932264,0.747691
11,2,0.644152,0.920013,0.774922,0.646949,0.927962,0.774879
11,2,0.733768,0.926172,0.791928,0.736541,0.931658,0.791963
11,2,0.718294,0.926803,0.819139,0.720583,0.931193,0.819177
11,2,0.878939,0.859613,0.798731,0.883449,0.864257,0.798639
11,2,0.870198,0.86911,0.825942,0.874124,0.873131,0.82585
11,2,0.909507,0.809027,0.842949,0.915153,0.813369,0.842859
11,2,0.903988,0.821326,0.87016,0.909791,0.825811,0.870065
11,2,0.926585,0.700503,0.472201,0.932618,0.704506,0.472129
11,2,0.864445,0.489791,0.479003,0.866855,0.490602,0.479097
11,2,0.873606,0.508033,0.506214,0.876261,0.508802,0.506234
11,2,0.815248,0.408408,0.523221,0.816692,0.407776,0.523223
11,2,0.827257,0.426305,0.550432,0.830105,0.425871,0.550354
11,2,0.633468,0.215615,0.530024,0.633024,0.211337,0.530011
11,2,0.65067,0.229476,0.557235,0.6509,0.225419,0.557168
11,2,0.553504,0.160012,0.574241,0.551959,0.154665,0.574146
11,2,0.57155,0.17135,0.601452,0.571641,0.166766,0.601262
11,2,0.338813,0.077122,0.581044,0.334357,0.068363,0.581061
11,2,0.355848,0.079987,0.608255,0.352939,0.073401,0.608255
11,2,0.266232,0.073828,0.625262,0.263353,0.069355,0.625374
11,2,0.281706,0.073197,0.652473,0.279536,0.069576,0.652561
11,2,0.121061,0.140387,0.632064,0.116053,0.135807,0.632032
11,2,0.129802,0.13089,0.659275,0.126068,0.127594,0.659236
11,2,0.090493,0.190973,0.676282,0.085627,0.187656,0.67631
11,2,0.096012,0.178674,0.703493,0.091085,0.175131,0.70353
11,2,0.084105,0.375227,0.683085,0.077908,0.372816,0.683098
11,2,0.080381,0.357899,0.710296,0.072518,0.354636,0.710268
11,2,0.110133,0.455558,0.727303,0.105193,0.454407,0.727284
11,2,0.103064,0.437459,0.754513,0.098193,0.435694,0.754479
11,2,0.245575,0.669597,0.734105,0.243779,0.671809,0.73416
11,2,0.231163,0.652705,0.761316,0.228276,0.654288,0.761302
11,2,0.315782,0.741346,0.778323,0.313771,0.744918,0.778273
11,2,0.299497,0.726083,0.805534,0.297519,0.728554,0.80545
11,2,0.528434,0.883051,0.785126,0.529378,0.888637,0.785141
11,2,0.510209,0.874654,0.812337,0.510397,0.878328,0.812316
11,2,0.609322,0.911986,0.829343,0.610341,0.91616,0.8294
11,2,0.591592,0.90684,0.856554,0.592449,0.911294,0.856545
11,2,0.797726,0.913748,0.836146,0.80145,0.918498,0.836229
11,2,0.784385,0.917853,0.863357,0.788174,0.923227,0.86341
11,2,0.850704,0.886064,0.880364,0.853603,0.888791,0.880444
11,2,0.839988,0.893491,0.907575,0.842142,0.895991,0.907623
11,2,0.924972,0.747043,0.887167,0.932526,0.751469,0.887145
11,2,0.922878,0.761691,0.914377,0.929645,0.765981,0.914338
11,2,0.915895,0.624773,0.516418,0.921339,0.627264,0.516401
11,2,0.919619,0.642101,0.543629,0.926264,0.645014,0.543585
11,2,0.889867,0.544442,0.560636,0.893963,0.545373,0.560602
11,2,0.896936,0.562541,0.587847,0.900849,0.563597,0.587799
11,2,0.754425,0.330403,0.567439,0.756175,0.328059,0.567305
11,2,0.768837,0.347295,0.594649,0.771578,0.345452,0.594487
11,2,0.684218,0.258654,0.611656,0.686041,0.25479,0.61146
11,2,0.700503,0.273917,0.638867,0.702124,0.27089,0.638684
11,2,0.471566,0.116949,0.618459,0.470523,0.11232,0.61835
11,2,0.489791,0.125346,0.64567,0.489603,0.121994,0.645501
11,2,0.390678,0.088014,0.662677,0.389729,0.084107,0.662631
11,2,0.408408,0.09316,0.689888,0.407827,0.088672,0.689807
11,2,0.202274,0.086252,0.669479,0.19901,0.08274,0.669578
11,2,0.215615,0.082147,0.69669,0.21234,0.077552,0.696753
11,2,0.149296,0.113936,0.713697,0.146789,0.111605,0.713823
11,2,0.160012,0.106509,0.740908,0.157996,0.10419,0.740985
11,2,0.075028,0.252957,0.7205,0.067824,0.249073,0.720585
11,2,0.077122,0.238309,0.747711,0.070801,0.234394,0.747774
11,2,0.075237,0.324052,0.764718,0.069312,0.321194,0.764866
11,2,0.073828,0.307596,0.791928,0.068483,0.304738,0.792054
11,2,0.150541,0.537528,0.77152,0.147443,0.53735,0.771511
11,2,0.140387,0.519326,0.798731,0.137478,0.519045,0.798715
11,2,0.203837,0.618115,0.815738,0.201882,0.619015,0.815812
11,2,0.190973,0.60048,0.842949,0.188908,0.600695,0.842986
11,2,0.392783,0.804195,0.822541,0.392009,0.806763,0.822503
11,2,0.375227,0.791122,0.849752,0.374016,0.792977,0.849701
11,2,0.473738,0.855824,0.866758,0.473391,0.859069,0.866766
11,2,0.455558,0.845425,0.893969,0.455032,0.849199,0.893947
11,2,0.686179,0.925727,0.873561,0.688842,0.931728,0.873554
11,2,0.669597,0.924022,0.900772,0.671644,0.929821,0.900688
11,2,0.756169,0.923767,0.917779,0.759154,0.929003,0.917737
11,2,0.741346,0.925565,0.94499,0.745295,0.932606,0.944901
11,2,0.890748,0.844142,0.924581,0.894058,0.846746,0.924623
11,2,0.883051,0.854617,0.951792,0.886533,0.857793,0.951761
11,2,0.91638,0.789527,0.968799,0.921297,0.7929,0.96883
11,2,0.911986,0.802664,0.99601,0.916845,0.806575,0.99597
11,2,0.924763,0.675948,0.598051,0.930346,0.67852,0.598008
11,2,0.926172,0.692404,0.625262,0.930583,0.694449,0.625188
11,2,0.849459,0.462472,0.604854,0.852036,0.462131,0.60481
11,2,0.859613,0.480674,0.632064,0.862239,0.480229,0.631994
11,2,0.796163,0.381885,0.649071,0.798004,0.380151,0.648932
11,2,0.809027,0.39952,0.676282,0.810874,0.398462,0.676141
11,2,0.607217,0.195805,0.655874,0.607864,0.192732,0.655804
11,2,0.624773,0.208878,0.683085,0.625933,0.205909,0.683031
11,2,0.526262,0.144176,0.700092,0.526801,0.140275,0.700123
11,2,0.544442,0.154575,0.727303,0.545154,0.150507,0.727288
11,2,0.313821,0.074273,0.706894,0.311461,0.068565,0.706839
11,2,0.330403,0.075978,0.734105,0.328561,0.07058,0.734056
11,2,0.243831,0.076233,0.751112,0.241136,0.071356,0.751175
11,2,0.258654,0.074435,0.778323,0.255163,0.068281,0.778393
11,2,0.109252,0.155858,0.757915,0.105755,0.153074,0.757957
11,2,0.116949,0.145383,0.785126,0.112871,0.141667,0.785116
11,2,0.08362,0.210473,0.802132,0.078129,0.206435,0.802201
11,2,0.088014,0.197336,0.829343,0.08287,0.192933,0.829392
11,2,0.091112,0.401636,0.808935,0.087416,0.400291,0.809084
11,2,0.086252,0.383978,0.836146,0.081727,0.382001,1
11,2,0.122068,0.482848,0.853153,0.118814,0.482184,0.85323
11,2,0.113936,0.46464,0.880364,0.110385,0.463902,0.88042
11,2,0.268056,0.694345,0.859956,0.266477,0.695238,0.860062
11,2,0.252957,0.677929,0.887167,0.250466,0.679567,0.887264
11,2,0.34083,0.763407,0.904173,0.339132,0.76705,0.904217
11,2,0.324052,0.748815,0.931384,0.322629,0.751825,0.931391
11,2,0.555662,0.89433,0.910976,0.556374,0.899172,0.910993
11,2,0.537528,0.886988,0.938187,0.538505,0.891951,0.938187
11,2,0.635533,0.918292,0.955194,0.638432,0.92572,0.955187
11,2,0.618115,0.914278,0.982405,0.620565,0.920273,0.982356
11,2,0.816711,0.906177,0.961996,0.820426,0.910879,0.961929
11,2,0.804195,0.911412,0.989207,0.808116,0.916569,0.989141
11,2,0.908888,0.598364,0.642269,0.912457,0.599107,0.642225
11,2,0.913748,0.616022,0.669479,0.917562,0.616959,0.669396
11,2,0.877932,0.517152,0.686486,0.880671,0.516894,0.686486
11,2,0.886064,0.53536,0.713697,0.889331,0.535572,0.713703
11,2,0.731944,0.305655,0.693289,0.733705,0.303931,0.693239
11,2,0.747043,0.322071,0.7205,0.749749,0.320031,0.720445
11,2,0.65917,0.236593,0.737507,0.661164,0.232966,0.737473
11,2,0.675948,0.251185,0.764718,0.67771,0.248178,0.764683
11,2,0.444338,0.10567,0.744309,0.443922,0.10119,0.744299
11,2,0.462472,0.113012,0.77152,0.462027,0.109115,0.771512
11,2,0.364467,0.081708,0.788527,0.362541,0.076248,0.788539
11,2,0.381885,0.085722,0.815738,0.380528,0.081555,0.815743
11,2,0.183289,0.093823,0.79533,0.179341,0.089058,0.795432
11,2,0.195805,0.088588,0.822541,0.192086,0.083624,0.82263
11,2,0.134427,0.126394,0.839547,0.130513,0.12213,0.839725
11,2,0.144176,0.117914,0.866758,0.140303,0.112992,0.866891
11,2,0.073345,0.275766,0.84635,0.067427,0.271994,0.846455
11,2,0.074273,0.260452,0.873561,0.068233,0.256378,0.873673
11,2,0.078806,0.34933,0.890568,0.073453,0.347003,0.890697
11,2,0.076233,0.332403,0.917779,0.070745,0.329583,0.917885
11,2,0.166962,0.564693,0.897371,0.164028,0.565202,0.897475
11,2,0.155858,0.546606,0.924581,0.152636,0.546639,0.924655
11,2,0.224139,0.644152,0.941588,0.222064,0.645707,0.941656
11,2,0.210473,0.626853,0.968799,0.208928,0.627188,0.96885
11,2,0.419474,0.822754,0.948391,0.419342,0.826436,0.948394
11,2,0.401636,0.810524,0.975602,0.401519,0.812854,0.975546
11,2,0.501088,0.870198,0.992609,0.5023,0.874157,0.992523
11,2,0.710406,0.926827,0.999411,0.713827,0.9328,0.999404
11,2,0.921194,0.65067,0.723901,0.926145,0.652626,0.723869
11,2,0.923767,0.667597,0.751112,0.928934,0.670167,0.751007
11,2,0.833038,0.435307,0.730704,0.835836,0.434221,0.730807
11,2,0.844142,0.453394,0.757915,0.847443,0.453025,0.75801
11,2,0.775861,0.355848,0.774922,0.778239,0.35385,0.775039
11,2,0.789527,0.373147,0.802132,0.791757,0.372731,0.80221
11,2,0.580526,0.177246,0.781724,0.581115,0.174064,0.781769
11,2,0.598364,0.189476,0.808935,0.599097,0.187595,0.808952
11,2,0.498912,0.129802,0.825942,0.49845,0.12701,0.826009
11,2,0.517152,0.139219,0.853153,0.516687,0.135048,0.853184
11,2,0.289594,0.073173,0.832745,0.286857,0.067929,0.832761
11,2,0.305655,0.073712,0.859956,0.302985,0.067993,0.859937
11,2,0.222482,0.080381,0.876962,0.218315,0.073607,0.87706
11,2,0.236593,0.077423,0.904173,0.232335,0.069541,0.904253
11,2,0.099049,0.172743,0.883765,0.09473,0.168647,0.883891
11,2,0.10567,0.161333,0.910976,0.102139,0.15698,0.911028
11,2,0.078458,0.231163,0.927983,0.073113,0.226963,0.927994
11,2,0.081708,0.217242,0.955194,0.075018,0.211485,0.955131
11,2,0.099801,0.42845,0.934786,0.095456,0.427179,0.934913
11,2,0.093823,0.410535,0.961996,0.089672,0.408575,0.962044
11,2,0.135555,0.510209,0.979003,0.133145,0.509398,0.979097
11,2,0.291491,0.718294,0.985806,0.29059,0.719754,0.985864
11,2,0.900199,0.57155,0.768119,0.904452,0.572757,0.768103
11,2,0.906177,0.589465,0.79533,0.910446,0.591331,0.795258
11,2,0.864445,0.489791,0.812337,0.867308,0.490699,0.812354
11,2,0.873606,0.508033,0.839547,0.876807,0.509202,0.839563
11,2,0.708509,0.281706,0.819139,0.710107,0.280478,0.819261
11,2,0.724234,0.297579,0.84635,0.726038,0.295898,0.846421
11,2,0.633468,0.215615,0.863357,0.634306,0.211961,0.863382
11,2,0.65067,0.229476,0.890568,0.65186,0.225842,0.890539
11,2,0.417338,0.096012,0.87016,0.415338,0.089611,0.870231
11,2,0.435307,0.102269,0.897371,0.433378,0.095232,0.897443
11,2,0.338813,0.077122,0.914377,0.33527,0.068487,0.91451
11,2,0.355848,0.079987,0.941588,0.353618,0.073037,0.941655
11,2,0.165605,0.103064,0.92118,0.162052,0.097712,0.921328
11,2,0.177246,0.09672,0.948391,0.173371,0.091043,0.948518
11,2,0.121061,0.140387,0.965398,0.11519,0.134194,0.965492
11,2,0.129802,0.13089,0.992609,0.125278,0.125927,0.992661
11,2,0.073415,0.299497,0.972201,0.067382,0.295494,0.972129
11,2,0.073173,0.283579,0.999411,0.06758,0.279859,0.999323
11,2,0.926585,0.700503,0.805534,0.932768,0.704278,0.805477
11,2,0.915895,0.624773,0.849752,0.922171,0.6277,0.849822
11,2,0.919619,0.642101,0.876962,0.926779,0.645247,0.877015
11,2,0.815248,0.408408,0.856554,0.817438,0.408293,0.85662
11,2,0.827257,0.426305,0.883765,0.830405,0.426176,0.883836
11,2,0.754425,0.330403,0.900772,0.756625,0.328388,0.900832
11,2,0.768837,0.347295,0.927983,0.772127,0.345523,0.928042
11,2,0.553504,0.160012,0.907575,0.553218,0.154698,0.907524
11,2,0.57155,0.17135,0.934786,0.572496,0.166702,0.934692
11,2,0.471566,0.116949,0.951792,0.47123,0.112079,0.951746
11,2,0.489791,0.125346,0.979003,0.489967,0.121849,0.978946
11,2,0.266232,0.073828,0.958595,0.263705,0.068641,0.958708
11,2,0.281706,0.073197,0.985806,0.279612,0.068542,0.985849
11,2,0.889867,0.544442,0.893969,0.894255,0.545671,0.894043
11,2,0.896936,0.562541,0.92118,0.901483,0.563998,0.921228
11,2,0.849459,0.462472,0.938187,0.852968,0.462439,0.938229
11,2,0.859613,0.480674,0.965398,0.863887,0.480822,0.965408
11,2,0.684218,0.258654,0.94499,0.686744,0.254704,0.94501
